Name,playerID,ZIPs,Steamer,Real,SEGRIGO,Error_ZIPs,Error_Steamer,Error_SEGRIGO
Matt Chapman,chapmma01,0.7715803452855245,0.7351485731074767,0.790274846,0.7559855332510224,0.018694500714475426,0.055126272892523254,0.03428931274897762
Gleyber Torres,torregl01,0.7959281164695178,0.7979708551569893,0.708510949,0.7879744835844779,0.08741716746951778,0.08945990615698929,0.07946353458447786
Jose Altuve,altuvjo01,0.8186619861042426,0.8171759638564323,0.789930327,0.8365792951783227,0.02873165910424258,0.02724563685643233,0.04664896817832276
Jonah Heim,heimjo01,0.7355735102065146,0.7293895134927203,0.602314425,0.7374501714377579,0.13325908520651464,0.1270750884927203,0.13513574643775794
Nolan Arenado,arenano01,0.7813019808240409,0.7889163882047551,0.719384802,0.7828961745381359,0.06191717882404091,0.06953158620475508,0.06351137253813588
Ozzie Albies,albieoz01,0.8054550786978198,0.8207502293408191,0.706957046,0.7887013313033635,0.09849803269781987,0.11379318334081912,0.08174428530336353
Ketel Marte,marteke01,0.8257081482074478,0.8154402360355346,0.931736501,0.7958388753593417,0.1060283527925523,0.11629626496446543,0.13589762564065833
Shohei Ohtani,ohtansh01,0.9048041389504804,0.9217190275703104,1.036336305,0.9658164109651045,0.13153216604951967,0.11461727742968963,0.07051989403489556
Randy Arozarena,arozara01,0.8064716881902647,0.7923096086249427,0.719768265,0.7673313525930067,0.0867034231902647,0.07254134362494269,0.04756308759300665
Ha-Seong Kim,kimha01,0.7105392156862745,0.716852386345137,0.70019915,0.7371664882639826,0.010340065686274547,0.016653236345137046,0.036967338263982574
Vladimir Guerrero Jr.,guerrvl02,0.848882214072468,0.8874714586762207,0.939813951,0.8519376207234689,0.09093173692753198,0.0523424923237793,0.08787633027653108
Cedric Mullins,mullice01,0.7468595901513471,0.733913799259287,0.710283453,0.7168281496888878,0.03657613715134711,0.02363034625928706,0.006544696688887797
Adolis Garcia,garciad02,0.7844750605944635,0.7650138465703874,0.684144427,0.7360431117788351,0.10033063359446348,0.0808694195703874,0.05189868477883508
Tommy Edman,edmanto01,0.7184739531108246,0.7269680390924358,0.711383834,0.722226438961866,0.007090119110824578,0.015584205092435743,0.010842604961865954
Chas McCormick,mccorch01,0.7771975630983463,0.740222529427264,0.576461814,0.7923501353223432,0.20073574909834635,0.163760715427264,0.21588832132234326
Ian Happ,happia01,0.782210097133949,0.7730574693791492,0.782068463,0.7951196670788964,0.00014163413394896462,0.009010993620850782,0.013051204078896372
Yandy Diaz,diazya01,0.8136021300874857,0.8576628257350865,0.755239214,0.8345567565798315,0.05836291608748567,0.1024236117350864,0.07931754257983148
Cody Bellinger,bellico01,0.7686843217779925,0.7735220051189118,0.751488399,0.7932111216584175,0.017195922777992534,0.022033606118911808,0.04172272265841748
George Springer,springe01,0.7599949907642215,0.7786105592982941,0.674067975,0.7873993913019904,0.08592701576422146,0.1045425842982941,0.1133314163019904
Byron Buxton,buxtoby01,0.8180848203783984,0.7742093019043197,0.858995207,0.7813166500200641,0.040910386621601624,0.08478590509568029,0.07767855697993586
Brandon Lowe,lowebr01,0.7901889405575406,0.7766274446029421,0.783315507,0.7699899402477971,0.006873433557540665,0.006688062397057881,0.013325566752202866
Willson Contreras,contrwi01,0.7653833629737244,0.7958528881015108,0.848326806,0.785382706084825,0.08294344302627554,0.05247391789848921,0.06294409991517502
Trent Grisham,grishtr01,0.7264654291795714,0.72654540608034,0.675329932,0.7379580881458415,0.05113549717957133,0.051215474080339995,0.0626281561458415
Pete Alonso,alonspe01,0.828532728881026,0.8584205680300176,0.78837798,0.837052897887076,0.04015474888102599,0.07004258803001762,0.04867491788707601
Paul Goldschmidt,goldspa01,0.8063331859553902,0.8278899605516367,0.715561833,0.8049748029588399,0.09077135295539018,0.11232812755163668,0.08941296995883996
Jeimer Candelario,candeje01,0.8083249496981891,0.7650415948644099,0.707189138,0.7352686007041561,0.10113581169818908,0.057852456864409874,0.028079462704156066
Anthony Santander,santaan02,0.7948404017488739,0.7796795369215161,0.814153028,0.7632613754879738,0.019312626251126064,0.03447349107848385,0.05089165251202621
DJ LeMahieu,lemahdj01,0.7079048037125297,0.7301558949982774,0.527428933,0.7165202884301928,0.18047587071252968,0.20272696199827733,0.18909135543019273
Bryan Reynolds,reynobr01,0.7901050904448002,0.8095438021994765,0.790875972,0.8107114536269002,0.0007708815551998871,0.018667830199476487,0.019835481626900187
Jeff McNeil,mcneije01,0.7393594210667381,0.7641095133618352,0.692289588,0.7156311753795548,0.047069833066738176,0.07181992536183524,0.02334158737955483
Ke'Bryan Hayes,hayeske01,0.7121985262423285,0.7506135314094342,0.57323924,0.7459016097109842,0.13895928624232845,0.17737429140943417,0.17266236971098414
Ryan McMahon,mcmahry01,0.7475322182615849,0.7552993845005742,0.721864276,0.762994150763989,0.025667942261584864,0.033435108500574184,0.041129874763988994
Harrison Bader,baderha01,0.71291232688133,0.6993920663782442,0.656887188,0.7140871873647625,0.05602513888132998,0.04250487837824424,0.0571999993647625
Daulton Varsho,varshda01,0.7593692022263451,0.7458579620727488,0.700376157,0.7275202787446718,0.058993045226345076,0.04548180507274879,0.027144121744671845
Christian Walker,walkech02,0.78184252424374,0.8008012353478048,0.802785845,0.7598253863303616,0.020943320756260042,0.0019846096521952683,0.04296045866963849
Tyler O'Neill,oneilty01,0.8258297917178884,0.7711892312273503,0.847101124,0.7341612294960608,0.021271332282111644,0.07591189277264976,0.11293989450393926
Max Kepler,keplema01,0.7677925523158187,0.7715574712828117,0.681942319,0.7433015147596019,0.08585023331581865,0.0896151522828117,0.061359195759601914
Ty France,francty01,0.7433674588048776,0.7634633650596675,0.670017364,0.7475695453562343,0.07335009480487764,0.0934460010596675,0.07755218135623432
Max Muncy,muncyma01,0.7724476460650878,0.7861734661008186,0.85203266,0.7692698946914698,0.07958501393491224,0.06585919389918138,0.08276276530853022
Luis Arraez,arraelu01,0.7869525823014194,0.8043711547214258,0.738733334,0.759535677985486,0.04821924830141944,0.06563782072142588,0.020802343985486083
Austin Hays,haysau01,0.7594821318511793,0.7423437288357693,0.698894286,0.7555055974328058,0.06058784585117927,0.043449442835769236,0.05661131143280573
Nathaniel Lowe,lowena01,0.7946143575108452,0.7994200592670935,0.762296513,0.794497081216323,0.032317844510845184,0.037123546267093466,0.032200568216323
Mark Canha,canhama01,0.786064860079482,0.7588537296337592,0.690211823,0.741754932699721,0.095853037079482,0.06864190663375924,0.05154310969972109
Jorge Polanco,polanjo01,0.7396674917106432,0.7438311923150978,0.651291333,0.7578720543255778,0.0883761587106432,0.09253985931509778,0.10658072132557783
Teoscar Hernandez,hernate01,0.7860636963202541,0.7730456146345189,0.840326622,0.7706929438172223,0.05426292567974589,0.06728100736548104,0.06963367818277766
Yoan Moncada,moncayo01,0.7361625423695606,0.7300482642733548,0.755555555,0.7326371248881949,0.019393012630439466,0.02550729072664526,0.022918430111805166
Christian Yelich,yelicch01,0.769257050981443,0.7936156812531102,0.909454501,0.7694958309421785,0.140197450018557,0.11583881974688981,0.13995867005782148
Dylan Carlson,carlsdy01,0.7464754496840058,0.762822454869506,0.563388196,0.7233702220557804,0.1830872536840058,0.19943425886950594,0.15998202605578038
Lourdes Gurriel Jr.,gurrilo01,0.7766755733689601,0.7762489684027811,0.756578505,0.7539498160978744,0.02009706836896008,0.019670463402781113,0.002628688902125642
Alex Verdugo,verdual01,0.7455595572318483,0.7428833724987616,0.646784443,0.7513653981044145,0.09877511423184826,0.09609892949876153,0.10458095510441445
Eugenio Suarez,suareeu01,0.7220762976860537,0.7305472982459729,0.788102014,0.7348803444021381,0.06602571631394627,0.05755471575402715,0.0532216695978619
Wilmer Flores,florewi01,0.7826930037747557,0.7754015075867162,0.594616513,0.7668421623485938,0.18807649077475574,0.18078499458671626,0.17222564934859386
Kyle Schwarber,schwaky01,0.8189599972058583,0.8353246596239374,0.85077273,0.8578570899646921,0.03181273279414165,0.01544807037606255,0.007084359964692144
Mike Yastrzemski,yastrmi01,0.748538545853124,0.7434359951249222,0.739241468,0.7620883581056102,0.009297077853123947,0.004194527124922187,0.02284689010561014
Ramon Urias,uriasra01,0.7154377880184332,0.7020016902623076,0.745053253,0.7247928569956812,0.029615464981566864,0.043051562737692395,0.020260396004318837
Brandon Marsh,marshbr02,0.7188155136268344,0.7302958222325044,0.747081339,0.7616938384961206,0.028265825373165576,0.016785516767495512,0.014612499496120646
Justin Turner,turneju01,0.7484701486141346,0.7404772480442741,0.73696862,0.7621774862460239,0.01150152861413467,0.003508628044274098,0.02520886624602392
Salvador Perez,perezsa02,0.7532812681285532,0.7598888290592818,0.786193339,0.7221840826190118,0.032912070871446764,0.0263045099407182,0.0640092563809882
Andrew Benintendi,beninan01,0.7456677586288754,0.728851991035563,0.685498445,0.7331542217600645,0.06016931362887534,0.04335354603556296,0.047655776760064494
Jonathan India,indiajo01,0.7643777023571529,0.7694972715094037,0.749600389,0.760206094747089,0.014777313357152821,0.01989688250940369,0.010605705747088967
Gary Sanchez,sanchga02,0.7372275694213961,0.7116418871645575,0.698979591,0.7491431427653295,0.038247978421396156,0.012662296164557496,0.050163551765329495
Alec Bohm,bohmal01,0.7362272617701051,0.7681233612061886,0.779336597,0.7023868180464866,0.04310933522989491,0.011213235793811394,0.0769497789535134
Amed Rosario,rosaram01,0.6825976431394973,0.7131275486008164,0.685876453,0.6909781743175334,0.0032788098605026628,0.0272510956008164,0.005101721317533392
Jesus Sanchez,sanchje02,0.7647622933014024,0.7698545402274016,0.730610749,0.7589068686335899,0.03415154430140244,0.039243791227401625,0.02829611963358991
Ramon Laureano,laurera01,0.7161835748792271,0.7020814037550418,0.747742548,0.713076789813349,0.031558973120772826,0.04566114424495815,0.03466575818665096
Yasmani Grandal,grandya01,0.6954945002161488,0.7081325771430595,0.704166666,0.7238676035933451,0.008672165783851216,0.003965911143059553,0.019700937593345125
Andrew Vaughn,vaughan01,0.7797053406998158,0.7757913080609,0.699008019,0.7587356233745309,0.0806973216998158,0.07678328906090004,0.05972760437453095
Brandon Crawford,crawfbr01,0.7017164889787006,0.6850400251014752,0.54419014,0.7147353897543149,0.15752634897870066,0.14084988510147523,0.17054524975431495
Jake Cronenworth,croneja01,0.7410716519364857,0.7372953765124959,0.713567637,0.7353495713824421,0.027504014936485688,0.02372773951249585,0.021781934382442025
Myles Straw,strawmy01,0.6289018710033947,0.6417864071336294,0.5,0.6672876483310263,0.12890187100339467,0.14178640713362944,0.16728764833102627
LaMonte Wade Jr.,wadela01,0.7734948604992657,0.766892370181516,0.760664652,0.7481021227179647,0.01283020849926575,0.006227718181516018,0.012562529282035273
Miguel Rojas,rojasmi02,0.6541937473314674,0.6774957059982598,0.747736884,0.6451422113369083,0.09354313666853264,0.07024117800174023,0.10259467266309175
Adam Frazier,fraziad01,0.706605890847092,0.7062869977707489,0.57568007,0.7193404642326422,0.13092582084709203,0.1306069277707489,0.1436603942326422
Ryan Mountcastle,mountry01,0.7581670914836478,0.7874544812310177,0.732639452,0.7662631020965753,0.02552763948364778,0.054815029231017665,0.03362365009657531
Kyle Farmer,farmeky01,0.6731254021950255,0.6905544475028257,0.646876801,0.7146751796162135,0.02624860119502548,0.043677646502825684,0.06779837861621352
Patrick Wisdom,wisdopa01,0.7550724637681159,0.7245714670934018,0.629399282,0.7411180894730959,0.12567318176811593,0.09517218509340186,0.11171880747309593
Lane Thomas,thomala02,0.7593801156826367,0.7414370602380925,0.709135849,0.7566679877155623,0.05024426668263671,0.032301211238092487,0.04753213871556228
Christian Vazquez,vazquch01,0.6331270317579395,0.6639335521570022,0.574917708,0.6785860153224997,0.058209323757939524,0.08901584415700226,0.10366830732249976
Javier Baez,baezja01,0.6567426669179071,0.684603928229238,0.515570934,0.7058787504516153,0.14117173291790708,0.169032994229238,0.19030781645161532
Joey Gallo,gallojo01,0.7309563731848524,0.7220390872590359,0.613245945,0.77566286148366,0.11771042818485244,0.10879314225903591,0.16241691648366008
Jose Abreu,abreujo02,0.7528314697639479,0.7530001295837501,0.361356931,0.7298364605194108,0.3914745387639479,0.3916431985837501,0.36847952951941076
Jorge Soler,solerjo01,0.7670445708672697,0.7999103218843517,0.780194171,0.7783646251602616,0.013149600132730255,0.019716150884351746,0.001829545839738378
Tony Kemp,kempto01,0.6938076399077762,0.7057451205798573,0.1,0.7179177600927676,0.5938076399077762,0.6057451205798573,0.6179177600927677
Josh Rojas,rojasjo01,0.6423362740954348,0.6752738660105682,0.640932636,0.6979467312007697,0.001403638095434867,0.03434123001056821,0.05701409520076972
Starling Marte,martest01,0.7146874324032014,0.7230504466055535,0.715035177,0.7047325750525526,0.0003477445967985382,0.008015269605553543,0.010302601947447365
Yan Gomes,gomesya01,0.6843299711815563,0.6971538501990997,0.420705609,0.7137117717458972,0.26362436218155627,0.2764482411990997,0.2930061627458972
Cavan Biggio,biggica01,0.6997757073844031,0.6991082925781901,0.616827852,0.733313502998759,0.08294785538440308,0.08228044057819006,0.11648565099875896
Nicky Lopez,lopezni01,0.6203844241488499,0.6427342127515501,0.606042741,0.6601077798854942,0.01434168314884987,0.036691471751550075,0.05406503888549419
Manuel Margot,margoma01,0.7214056138847225,0.722485268891909,0.62598162,0.6876403119134613,0.09542399388472245,0.09650364889190899,0.061658691913461294
Josh Bell,belljo02,0.77002177843524,0.7864448629464552,0.724602453,0.770444324515135,0.045419325435239966,0.06184240994645518,0.04584187151513497
Chris Taylor,tayloch03,0.7163700536886061,0.6950912148120121,0.598428666,0.7465879728009638,0.11794138768860607,0.09666254881201208,0.14815930680096379
Tim Anderson,anderti01,0.6871746981552951,0.7097548342031125,0.463010248,0.6666233751118894,0.22416445015529507,0.24674458620311246,0.2036131271118894
Anthony Rizzo,rizzoan01,0.7467797502797832,0.7695834246279334,0.636644905,0.7402333507136553,0.11013484527978312,0.13293851962793335,0.10358844571365522
Adam Duvall,duvalad01,0.7406415181537218,0.6939380036949794,0.568886888,0.7481315810814171,0.17175463015372183,0.1250511156949794,0.1792446930814171
Jacob Stallings,stallja01,0.6708041140719962,0.6909582027961492,0.809817754,0.6492366085679658,0.13901363992800375,0.11885955120385083,0.16058114543203417
Seth Brown,brownse01,0.7341104065647146,0.7341161143416004,0.661532258,0.7386825795280834,0.07257814856471456,0.07258385634160036,0.07715032152808332
Hunter Renfroe,renfrhu01,0.7471060147849462,0.7651118868233193,0.689377603,0.7596433749143913,0.057728411784946254,0.07573428382331937,0.07026577191439132
Joc Pederson,pederjo01,0.7841398984278057,0.8035595685835202,0.907762899,0.7809701949217889,0.12362300057219422,0.10420333041647978,0.12679270407821108
Jon Berti,bertijo01,0.6719472484532726,0.6879456787521168,0.660647571,0.6720757859502364,0.011299677453272539,0.027298107752116718,0.011428214950236382
Willi Castro,castrwi01,0.6914914914914915,0.7013153167035975,0.716534942,0.6680587169496569,0.025043450508508536,0.015219625296402528,0.0484762250503431
Brian Anderson,anderbr06,0.6594086090286484,0.6835272557829194,0.0,0.6897277963348967,0.6594086090286484,0.6835272557829194,0.6897277963348967
Carlos Santana,santaca01,0.7073468070103899,0.7330186279212603,0.748628317,0.7492013863983219,0.04128150998961011,0.015609689078739719,0.0005730693983219126
Giancarlo Stanton,stantmi03,0.7670220326936745,0.7833358002375622,0.773295088,0.7500701713331525,0.006273055306325492,0.0100407122375622,0.02322491666684756
Whit Merrifield,merriwh01,0.6675472122302158,0.6795184061164572,0.625171421,0.7121704816195334,0.04237579123021584,0.05434698511645719,0.08699906061953344
Enrique Hernandez,hernaen02,0.6700659097421912,0.6972968421739412,0.65354042,0.697343382894544,0.016525489742191146,0.043756422173941156,0.043802962894543995
David Peralta,peralda01,0.7105000970434108,0.7257282699104914,0.749869621,0.7148656219929527,0.039369523956589214,0.024141351089508545,0.035003999007047315
Robbie Grossman,grossro01,0.7043361813271947,0.6935530177945339,0.615718209,0.7358538854708896,0.0886179723271947,0.07783480879453397,0.12013567647088963
Donovan Solano,solando01,0.705970532453227,0.7237213081232885,0.760003201,0.7125846394033541,0.05403266854677291,0.03628189287671146,0.047418561596645814
Isiah Kiner-Falefa,kineris01,0.6366198519643196,0.6743239838325245,0.682632118,0.6670397993747431,0.04601226603568043,0.008308134167475556,0.015592318625256896
Jace Peterson,peterja01,0.6735154531774511,0.6716008003416472,0.199300698,0.6854307388637241,0.4742147551774511,0.47230010234164715,0.4861300408637241
Eric Haase,haaseer01,0.6723372781065089,0.6537929145837448,0.819499341,0.6793407324251254,0.1471620628934911,0.16570642641625521,0.1401586085748746
Harold Ramirez,ramirha02,0.7253623569413044,0.7575022956736901,0.604017215,0.7326745159506808,0.1213451419413043,0.15348508067369004,0.12865730095068073
Nick Castellanos,casteni01,0.7513368983957219,0.7518516762303913,0.741770458,0.7676959321943513,0.009566440395721965,0.01008121823039132,0.025925474194351317
Andrew McCutchen,mccutan01,0.718738400148478,0.741746336188095,0.738869624,0.752408026514547,0.020131223851521995,0.002876712188095043,0.013538402514546966
Tommy Pham,phamth01,0.716430754621799,0.7362511536142347,0.673621148,0.7501016552393754,0.042809606621799,0.06263000561423471,0.0764805072393755
Garrett Cooper,coopega03,0.7272794039098387,0.7273910000954367,0.566306799,0.7264581587712816,0.16097260490983867,0.16108420109543664,0.1601513597712816
Kevin Newman,newmake01,0.6595224507337969,0.6782755809144817,0.686475409,0.6564858781266594,0.026952958266203142,0.008199828085518335,0.029989530873340664
Rowdy Tellez,tellero01,0.7425653294074347,0.7795088526709657,0.690932318,0.7195507610453382,0.051633011407434704,0.08857653467096571,0.028618443045338227
Yuli Gurriel,gourryu01,0.7319644874899112,0.7130593322307913,0.634757834,0.681826595543333,0.0972066534899112,0.07830149823079136,0.04706876154333306
Charlie Blackmon,blackch02,0.7531133286310605,0.7730804807447182,0.74068404,0.7422118055365334,0.01242928863106052,0.03239644074471826,0.001527765536533443
Eddie Rosario,rosared01,0.7122445721583652,0.7194046897176269,0.531009357,0.7329736513100579,0.18123521515836527,0.18839533271762698,0.2019642943100579
Randal Grichuk,grichra01,0.6931920834359859,0.707812965318303,0.875229305,0.7283546624369861,0.18203722156401403,0.167416339681697,0.14687464256301386
Aledmys Diaz,diazal02,0.6502988208690034,0.6685530754878726,0.208556148,0.7127453460410584,0.44174267286900337,0.4599969274878726,0.5041891980410584
Jurickson Profar,profaju01,0.6838596491228071,0.6976464834454112,0.839310355,0.7200588399831872,0.1554507058771929,0.1416638715545887,0.11925151501681275
Elias Diaz,diazel01,0.7182066846522782,0.7123551421854675,0.694928774,0.6924249045695283,0.023277910652278244,0.0174263681854675,0.0025038694304716502
Max Muncy,muncyma01,0.5754352030947776,0.7861734661008186,0.85203266,0.7692698946914694,0.2765974569052224,0.06585919389918138,0.08276276530853055
Joey Wendle,wendljo01,0.6365534630840753,0.648910429328091,0.493243243,0.6439774430608791,0.14331022008407535,0.15566718632809096,0.15073420006087912
Martin Maldonado,maldoma01,0.5578246280039318,0.6062683534510693,0.40324074,0.637346632987953,0.15458388800393186,0.20302761345106934,0.23410589298795303
